a_DT_date,a_DT_time,a_rank,b_name,c_symbol,d_price,e_P24h,f_P7d,g_marketCap,h_volumnCOIN,h_volumnUSD,i_circulatingSupply,k_imageChart
12/11/2021,12:08:34,3905,Lung Protocol,L2P,$0.0003003,+3.94,+2.04,,"685,481,810 L2P","$205,868",0 L2P,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/5993.svg
12/11/2021,12:08:34,3906,Medium,MDM,$1.11,-0.14,-2.31,,"185,703 MDM","$205,737",,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/4928.svg
12/11/2021,12:08:34,3907,Lunr Token,LUNR,$4.38,-4.29,+3.81,,"46,950 LUNR","$205,647",,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/12971.svg
12/11/2021,12:08:34,4301,AstraPad,ASTRA,$0.4449,+0.69,-0.68,,"239,490 ASTRA","$106,541",0 ASTRA,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/14113.svg
12/11/2021,12:08:34,4202,Red Floki,REDFLOKI,$0.000000005895,-8.24,+7.11,,"20,734,385,545,695 REDFLOKI","$122,229",0 REDFLOKI,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/12784.svg
12/11/2021,12:08:34,4203,RBX,RBX,$0.246,+3.77,+8.16,,"495,881 RBX","$121,985",0 RBX,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/13326.svg
12/11/2021,12:08:34,4204,Nfans,NFS,$0.1986,-3.58,-2.95,,"612,973 NFS","$121,714",0 NFS,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/13435.svg
12/11/2021,12:08:34,4205,Ape-X,APE-X,$0.000002363,-9.16,-3.52,,"51,437,058,375 APE-X","$121,543",0 APE-X,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/11839.svg
12/11/2021,12:08:34,4206,Corgiswap,CORIS,$0.3475,+2.56,+2.90,,"349,782 CORIS","$121,536",0 CORIS,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/11832.svg
12/11/2021,12:08:34,4207,Equilibria,XEQ,$0.4,+1.32,-3.98,,"303,657 XEQ","$121,465",,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/4211.svg
12/11/2021,12:08:34,3908,EDDASwap,EDDA,$506.21,+9.91,-1.35,,405 EDDA,"$205,205",0 EDDA,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/8789.svg
12/11/2021,12:08:34,3909,3x Long Tezos Token,XTZBULL,$0.1337,-1.31,-4.35,,"1,534,373 XTZBULL","$205,089",,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/5464.svg
12/11/2021,12:08:34,3910,Catena X,CEX,$0.6079,-0.54,+8.52,,"337,279 CEX","$205,024",0 CEX,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/13937.svg
12/11/2021,12:08:34,4302,Momento,MOMENTO,$0.000004406,+2.03,+7.98,,"24,160,944,488 MOMENTO","$106,463",0 MOMENTO,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/12469.svg
12/11/2021,12:08:34,4303,Mainston,STON,$0.02622,-0.62,-0.67,,"4,054,534 STON","$106,311",0 STON,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/12424.svg
12/11/2021,12:08:34,4304,GranX Chain,GRANX,$0.6432,+1.74,-1.38,,"165,344 GRANX","$106,356",,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/12187.svg
12/11/2021,12:08:34,4305,xDAI,xDAI,$1.00,-0.04,+0.78,,"106,177 XDAI","$106,252",,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/8635.svg
12/11/2021,12:08:34,4306,PIGX,PIGX,$0.01386,+0.04,+1.26,,"7,669,840 PIGX","$106,289",0 PIGX,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/7981.svg
12/11/2021,12:08:34,4307,Floki Shiba,FSHIB,$0.000000000093,-0.12,+3.05,,"1,146,151,025,501,893 FSHIB","$106,178",0 FSHIB,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/10752.svg
12/11/2021,12:08:34,4208,EIFI FINANCE,EIFI,$0.1116,+5.40,-1.86,,"1,086,228 EIFI","$121,256",0 EIFI,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/10648.svg
12/11/2021,12:08:34,4209,Avaware,AVE,$0.1834,-1.21,-7.00,,"659,546 AVE","$120,943",0 AVE,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/11293.svg
12/11/2021,12:08:34,4210,Game X Change,EXP,$0.0001095,-1.02,-7.57,,"1,103,305,960 EXP","$120,826",0 EXP,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/12531.svg
12/11/2021,12:08:34,4501,Maison Capital,MSN,$5.74,-2.32,+8.13,,"13,324 MSN","$76,520",0 MSN,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/12321.svg
12/11/2021,12:08:34,4308,Bright Union,BRIGHT,$0.1344,-3.07,-7.23,,"790,337 BRIGHT","$106,198",0 BRIGHT,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/11193.svg
12/11/2021,12:08:34,4309,DefiDollar,DUSD,$1.03,+0.29,+1.31,,"103,091 DUSD","$106,021",0 DUSD,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/6881.svg
12/11/2021,12:08:34,4310,Vulkania,VLK,$0.2018,+0.33,-9.17,,"524,643 VLK","$105,854",0 VLK,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/9576.svg
12/11/2021,12:08:34,4502,Buffed Kishu,BKISHU,$0.000000000726,-6.70,-5.11,,"105,640,483,090,944 BKISHU","$76,665",,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/14134.svg
12/11/2021,12:08:34,4503,Flashloans.com,FLASH,$0.04576,-2.22,-8.87,,"1,671,640 FLASH","$76,501",0 FLASH,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/13862.svg
12/11/2021,12:08:34,4504,Realfinance Network,REFI,$0.004249,+1.10,+6.89,,"17,983,295 REFI","$76,404",0 REFI,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/9065.svg
12/11/2021,12:08:34,4505,DACC,DACC,$0.00005236,-0.94,-7.99,,"1,455,832,554 DACC","$76,233",,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/2986.svg
12/11/2021,12:08:34,4506,CATO,CATO,$0.03474,-8.51,+3.91,,"2,193,384 CATO","$76,204",0 CATO,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/11465.svg
12/11/2021,12:08:34,4601,3X Long TRX Token,TRXBULL,$0.4151,+6.00,+1.78,,"153,888 TRXBULL","$63,875",,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/5378.svg
12/11/2021,12:08:34,4701,UnderMineGold,UMG,$0.003946,-9.36,-2.69,,"13,525,007 UMG","$53,365",,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/11555.svg
12/11/2021,12:08:34,4507,EHash,EHASH,$0.1455,+1.11,-5.47,,"519,882 EHASH","$75,625",0 EHASH,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/8678.svg
12/11/2021,12:08:34,4508,MarvinInu,MARVIN,$0.000005583,-5.67,-3.92,,"13,536,005,618 MARVIN","$75,573",0 MARVIN,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/12708.svg
12/11/2021,12:08:34,4509,MDUKEY,MDU,$0.01017,-1.32,-5.42,,"7,393,958 MDU","$75,233",0 MDU,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/6028.svg
12/11/2021,12:08:34,4510,Jinbi Token,JNB,$673.46,+5.31,+7.07,,112 JNB,"$75,169",,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/3759.svg
12/11/2021,12:08:34,4602,TOMI,TOMI,$0.02095,-5.46,-1.40,,"3,031,949 TOMI","$63,511",,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/12103.svg
12/11/2021,12:08:34,4603,MuskSwap,MUSK,$0.000001602,-1.12,-9.41,,"39,544,895,836 MUSK","$63,335",0 MUSK,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/11285.svg
12/11/2021,12:08:34,4604,Moonbet,MBET,$0.00008065,-4.57,-4.80,,"785,298,276 MBET","$63,332",0 MBET,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/11866.svg
12/11/2021,12:08:34,4605,OEC FIL,FILK,$63.24,+0.98,+1.14,,996 FILK,"$63,009",,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/12157.svg
12/11/2021,12:08:34,4606,Quantfury Token,QTF,$25.32,-3.94,+4.34,,"2,485 QTF","$62,900",0 QTF,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/8531.svg
12/11/2021,12:08:34,4607,Degen Dex,DEGN,$0.0001656,-5.38,+7.06,,"379,257,956 DEGN","$62,818",0 DEGN,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/13780.svg
12/11/2021,12:08:34,4702,GOLDMONEY,GDM,$0.00001494,+0.14,-2.62,,"3,565,448,110 GDM","$53,275",0 GDM,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/13513.svg
12/11/2021,12:08:34,4703,Mensa,MSA,$0.3699,-7.03,-1.21,,"143,789 MSA","$53,181",0 MSA,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/13854.svg
12/11/2021,12:08:34,4704,Pub Finance,PINT,$1.21,+1.15,+7.43,,"43,876 PINT","$53,112",0 PINT,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/8571.svg
12/11/2021,12:08:34,4705,BrandPad Finance,BRAND,$0.1374,+9.27,+7.62,,"386,416 BRAND","$53,102",0 BRAND,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/13399.svg
12/11/2021,12:08:34,4706,Sake,SAK3,"$17,163.56",+3.14,-5.27,,3 SAK3,"$52,800",0 SAK3,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/10608.svg
12/11/2021,12:08:34,4608,ShibaZilla,SHIBZ,$0.000000000898,-2.34,-4.11,,"69,866,638,111,058 SHIBZ","$62,729",0 SHIBZ,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/13536.svg
12/11/2021,12:08:34,4609,Sea Token,SEA,$0.2977,-0.04,+7.30,,"210,419 SEA","$62,644",0 SEA,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/13716.svg
12/11/2021,12:08:34,4610,Alpha5,A5T,$0.07317,+0.08,+1.31,,"851,705 A5T","$62,316",0 A5T,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/7933.svg
12/11/2021,12:08:34,4707,Sakura Neko,NEKO,$0.000002021,+3.36,-4.89,,"26,188,960,820 NEKO","$52,922",,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/13757.svg
12/11/2021,12:08:34,4708,Pledge Coin,PLG,$0.001328,-0.62,+4.44,,"39,718,032 PLG","$52,732",,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/4196.svg
12/11/2021,12:08:34,4709,FastSwap,FAST,$3.03,-0.09,+0.02,,"17,418 FAST","$52,742",0 FAST,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/8087.svg
12/11/2021,12:08:34,4710,Dappsy,APP,$0.01142,+5.82,+7.71,,"4,617,301 APP","$52,731",0 APP,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/14165.svg
12/11/2021,12:08:34,4801,BUNSCAKE,BSCAKE,$0.000006566,-4.12,-1.33,,"6,808,973,812 BSCAKE","$44,711",0 BSCAKE,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/13842.svg
12/11/2021,12:08:34,4802,ROPE Token,ROPE,$0.2942,+7.29,-4.62,,"151,950 ROPE","$44,707",0 ROPE,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/9326.svg
12/11/2021,12:08:34,4803,RUSH COIN,RUSH,$0.0107,-9.37,-1.90,,"4,161,522 RUSH","$44,537",0 RUSH,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/9920.svg
12/11/2021,12:08:34,4804,AST.finance,AST,$0.4543,+2.69,-5.49,,"97,684 AST","$44,379",0 AST,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/11155.svg
12/11/2021,12:08:34,4805,Waves Ducks,EGG,$786.86,-0.28,-3.57,,56 EGG,"$44,245",0 EGG,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/10723.svg
12/11/2021,12:08:34,4806,BitBase Token,BTBS,$0.6552,+0.04,+0.75,,"67,618 BTBS","$44,303",0 BTBS,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/11085.svg
12/11/2021,12:08:34,4807,xNFT Protocol,XNFT,$0.06896,-0.13,+0.38,,"641,034 XNFT","$44,207",0 XNFT,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/11114.svg
12/11/2021,12:08:34,4808,Pacific DeFi,PACIFIC,$0.04207,+3.12,+4.01,,"1,042,455 PACIFIC","$43,853",0 PACIFIC,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/11781.svg
12/11/2021,12:08:34,4809,Hachiko Inu,INU,$0.00000006298,+0.23,-5.95,,"690,435,021,503 INU","$43,486",0 INU,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/10900.svg
12/11/2021,12:08:34,4810,Adadex Tools,ADAT,$0.008162,-2.90,-4.17,,"5,325,136 ADAT","$43,464",0 ADAT,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/12419.svg
12/11/2021,12:08:34,5001,Demeter,DMT,$0.04226,-6.72,-8.70,,"759,783 DMT","$32,109",0 DMT,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/11874.svg
12/11/2021,12:08:34,5002,CSPro Chain,CSPRO,$0.9232,+4.68,+4.68,,"34,771 CSPRO","$32,101",0 CSPRO,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/12921.svg
12/11/2021,12:08:34,5003,SAFESPACE,SAFESPACE,$0.000000002332,-3.34,-4.82,,"13,770,204,541,285 SAFESPACE","$32,116",0 SAFESPACE,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/10075.svg
12/11/2021,12:08:34,5004,Dreamr,DMR,$0.1323,+0.60,-0.53,,"242,233 DMR","$32,053",0 DMR,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/11897.svg
12/11/2021,12:08:34,5005,Iron,IRON,$0.991,-0.10,-0.29,,"32,302 IRON","$32,010",,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/10484.svg
12/11/2021,12:08:34,5006,Fire Token,FIRE,$0.0008546,+6.69,+1.57,,"37,432,767 FIRE","$31,990",0 FIRE,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/10089.svg
12/11/2021,12:08:34,5007,pTokens BTC,PBTC,"$65,084.30",+4.13,+2.39,,0 PBTC,"$31,918",0 PBTC,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/5434.svg
12/11/2021,12:08:34,3801,Zoe Cash,ZOE,$0.1528,-5.62,+8.90,,"1,682,843 ZOE","$257,075",0 ZOE,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/10959.svg
12/11/2021,12:08:34,5008,Bincentive,BCNT,$0.04982,-0.57,-0.40,,"640,318 BCNT","$31,898",,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/4808.svg
12/11/2021,12:08:34,5009,BurningMoon,BM,$0.006919,+4.15,-5.95,,"4,595,204 BM","$31,793",0 BM,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/12523.svg
12/11/2021,12:08:34,5010,BKING Finance,BKF,$0.0000003366,-1.87,-5.14,,"94,054,165,958 BKF","$31,658",0 BKF,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/13787.svg
12/11/2021,12:08:34,3802,NDN Link,NDN,$0.004479,+5.29,-9.34,,"57,186,386 NDN","$256,126",0 NDN,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/5629.svg
12/11/2021,12:08:34,3803,Plugin,PLI,$0.6461,+6.39,+9.97,,"395,870 PLI","$255,768",0 PLI,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/14188.svg
12/11/2021,12:08:34,3804,DAO.vc,DAOVC,$0.07593,+7.79,-6.74,,"3,363,380 DAOVC","$255,376",0 DAOVC,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/11786.svg
12/11/2021,12:08:34,3805,Shiboki,SHIBOKI,$0.000009727,+5.23,-8.15,,"26,177,375,856 SHIBOKI","$254,617",,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/13313.svg
12/11/2021,12:08:34,3806,HobbsNetworkToken,HNW,$15.41,-4.35,+5.27,,"16,495 HNW","$254,127",0 HNW,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/13896.svg
12/11/2021,12:08:34,3807,Emblem,EMB,$0.1504,-3.96,+0.24,,"1,682,904 EMB","$253,191",0 EMB,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/9626.svg
12/11/2021,12:08:35,5101,SILVER (SVS),SVS,$0.122,-6.54,-8.25,,"217,940 SVS","$26,594",0 SVS,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/9642.svg
12/11/2021,12:08:35,1801,LocalCoinSwap,LCS,$0.02598,+1.46,-2.65,"$1,319,674","84,860 LCS","$2,205","50,796,432 LCS",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/2970.svg
12/11/2021,12:08:35,3808,PlentyCoin,PLENTYCOIN,$0.00000418,+1.53,-3.88,,"60,400,484,467 PLENTYCOIN","$252,484",0 PLENTYCOIN,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/11899.svg
12/11/2021,12:08:35,3809,FindShibby,FSHIBBY,$0.000898,-8.46,-8.46,,"280,557,225 FSHIBBY","$251,947",0 FSHIBBY,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/14360.svg
12/11/2021,12:08:35,3810,Shih Tzu,SHIH,$0.00000001156,+0.30,-9.42,,"21,727,798,573,243 SHIH","$251,243",0 SHIH,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/9712.svg
12/11/2021,12:08:35,2301,SHIELD,XSH,$0.0003897,+0.36,+4.60,"$199,927","5,550 XSH",$2,"512,973,375 XSH",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/2144.svg
12/11/2021,12:08:35,5102,MoonX,MoonX,$0.5157,+5.24,+6.25,,"51,411 MOONX","$26,515",,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/12474.svg
12/11/2021,12:08:35,5103,Mystic Warrior,MYSTIC,$0.00668,+0.22,-5.68,,"3,968,772 MYSTIC","$26,512",0 MYSTIC,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/13615.svg
12/11/2021,12:08:35,5104,Fishy Tank Token,FTE,$0.2512,-0.63,-3.17,,"105,209 FTE","$26,433",0 FTE,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/12748.svg
12/11/2021,12:08:35,5105,Catge coin,CATGE,$0.000000007822,+0.51,-6.19,,"3,378,260,345,542 CATGE","$26,426",0 CATGE,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/10274.svg
12/11/2021,12:08:35,5106,Squid God Finance,SGT,$43.27,-0.16,-1.93,,608 SGT,"$26,316",0 SGT,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/13956.svg
12/11/2021,12:08:35,5107,Light DeFi,LIGHT,$0.000582,+1.46,-7.03,,"44,999,271 LIGHT","$26,190",0 LIGHT,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/12058.svg
12/11/2021,12:08:35,1802,Scorum Coins,SCR,$0.04507,-0.61,+4.55,"$1,319,081","51,354 SCR","$2,315","29,265,075 SCR",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/3094.svg
12/11/2021,12:08:35,1803,eosDAC,EOSDAC,$0.001991,+1.45,+4.55,"$1,315,570","22,693,291 EOSDAC","$45,183","660,755,177 EOSDAC",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/2644.svg
12/11/2021,12:08:35,1804,Jarvis+,JAR,$0.01207,-0.49,-2.16,"$1,304,971","18,366,408 JAR","$221,600","108,157,249 JAR",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/4034.svg
12/11/2021,12:08:35,1805,Sharder,SS,$0.004594,+0.97,+5.50,"$1,301,411","19,233,657 SS","$88,360","283,282,765 SS",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/2699.svg
12/11/2021,12:08:35,1806,CoinFi,COFI,$0.006052,-0.92,+4.98,"$1,297,648","69,672,135 COFI","$421,682","214,403,034 COFI",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/2478.svg
12/11/2021,12:08:35,1807,BlackHat,BLKC,$0.5398,+6.05,+1.32,"$1,294,326","267,942 BLKC","$144,632","2,397,844 BLKC",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/10566.svg
12/11/2021,12:08:35,2302,Emerald Crypto,EMD,$0.01044,-8.76,-5.12,"$199,667",0 EMD,$0,"19,117,129 EMD",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/50.svg
12/11/2021,12:08:35,2303,Kurrent,KURT,$0.003248,+0.36,+4.60,"$199,303",,,"61,364,813 KURT",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/1468.svg
12/11/2021,12:08:35,2304,NestEGG Coin,EGG,$0.004678,+4.99,-3.22,"$198,095","298,381 EGG","$1,396","42,342,655 EGG",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/7665.svg
12/11/2021,12:08:35,2305,Bitzeny,ZNY,$0.0026,-9.65,-6.28,"$196,591","2,494 ZNY",$6,"75,614,500 ZNY",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/990.svg
12/11/2021,12:08:35,2306,SafeInsure,SINS,$0.009006,+3.65,+1.53,"$195,871","41,915 SINS",$377,"21,749,502 SINS",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/3366.svg
12/11/2021,12:08:35,5201,FlokiLoki,FLOKILOKI,$0.000000000807,+4.27,-0.00,,"27,304,632,799,974 FLOKILOKI","$22,022",,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/13817.svg
12/11/2021,12:08:35,4401,Simbcoin Swap,SMBSWAP,$0.1559,+2.22,+7.55,,"578,613 SMBSWAP","$90,217",0 SMBSWAP,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/7764.svg
12/11/2021,12:08:35,5108,YFIX Finance,YFIX,$3.03,-5.33,+1.54,,"8,621 YFIX","$26,139",,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/7166.svg
12/11/2021,12:08:35,5109,ROTTSCHILD,ROTTS,$0.00001733,+2.51,+2.95,,"1,506,544,322 ROTTS","$26,105",,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/13375.svg
12/11/2021,12:08:35,5110,Dopple Finance,DOP,$0.04101,+6.66,+2.54,,"dop636,049","$26,084",0 DOP,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/9489.svg
12/11/2021,12:08:35,1808,Gourmet Galaxy,GUM,$0.39,-8.88,-9.69,"$1,291,718","2,351,062 GUM","$916,901","3,312,145 GUM",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/8386.svg
12/11/2021,12:08:35,1809,Plair,PLA,$0.0000504,+1.48,-6.21,"$1,290,728","65,365,119 PLA","$3,294","25,610,108,545 PLA",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/3711.svg
12/11/2021,12:08:35,1810,Enigma,ENG,$0.09287,-0.51,-6.25,"$1,290,073","3,222,652 ENG","$299,274","13,891,797 ENG",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/2044.svg
12/11/2021,12:08:35,5401,Amun Polygon Ecosystem Index,PECO,$6.48,+1.64,-1.11,,"2,201 PECO","$14,262",0 PECO,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/14218.svg
12/11/2021,12:08:35,2307,Adzcoin,ADZ,$0.003897,+0.36,+4.60,"$194,196",,,"49,827,043 ADZ",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/1136.svg
12/11/2021,12:08:35,2308,NFX Coin,NFXC,$0.001949,+0.36,+3.75,"$191,972",,,"98,512,872 NFXC",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/5545.svg
12/11/2021,12:08:35,2309,ZeuxCoin,ZUC,$0.001001,+0.02,-0.04,"$190,119","140,552 ZUC",$141,"189,999,899 ZUC",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/4250.svg
12/11/2021,12:08:35,2310,PAYCENT,PYN,$0.002213,+7.75,+1.32,"$188,811","398,986 PYN",$883,"85,310,628 PYN",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/3323.svg
12/11/2021,12:08:35,5202,Beach Token BSC,BEACH,$0.000000000059,+1.15,-0.96,,"373,636,366,424,230 BEACH","$21,975",,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/13330.svg
12/11/2021,12:08:35,5203,LabraCoin,LABRA,$0.000000004348,-6.75,-0.29,,"5,050,235,074,229 LABRA","$21,960",0 LABRA,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/9519.svg
12/11/2021,12:08:35,5204,Shockwave Finance,WAVE,$0.02095,-5.14,+9.73,,"1,047,533 WAVE","$21,945",0 WAVE,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/13904.svg
12/11/2021,12:08:35,5205,DRACARYS,DRAC,$0.000001331,-5.24,-9.36,,"16,458,974,417 DRAC","$21,903",,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/14103.svg
12/11/2021,12:08:35,5206,Moon Stop,MNSTP,$0.0003683,-7.15,-0.04,,"59,469,762 MNSTP","$21,905",0 MNSTP,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/9213.svg
12/11/2021,12:08:35,4402,AirCoin,AIR,$0.0000001909,+0.27,-4.34,,"472,415,319,412 AIR","$90,166",0 AIR,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/10715.svg
12/11/2021,12:08:35,4403,BitcoMine Token,BME,$0.00000867,-2.14,-4.42,,"10,396,922,743 BME","$90,139",0 BME,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/11610.svg
12/11/2021,12:08:35,4404,DUKE INU TOKEN,DUKE,$0.00000288,-2.89,-4.84,,"31,242,173,887 DUKE","$89,982",0 DUKE,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/10552.svg
12/11/2021,12:08:35,4405,Polylauncher,ANGEL,$0.1241,-6.53,-0.38,,"722,114 ANGEL","$89,608",0 ANGEL,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/11273.svg
12/11/2021,12:08:35,4406,renZEC,RENZEC,$207.33,+4.56,+9.19,,432 RENZEC,"$89,522",0 RENZEC,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/8904.svg
12/11/2021,12:08:35,4101,Transaction Service fee,TSF,$0.2661,-6.66,-0.14,,"542,190 TSF","$144,278",0 TSF,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/12746.svg
12/11/2021,12:08:35,5402,DarkMagick,DMGK,$0.04466,+0.83,+3.66,,"319,144 DMGK","$14,251",0 DMGK,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/13451.svg
12/11/2021,12:08:35,5403,Polkatrain,POLT,$0.02951,-0.05,-4.81,,"480,079 POLT","$14,165",0 POLT,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/9392.svg
12/11/2021,12:08:35,5404,Oculus Vision,OCV,$0.02503,+5.77,-1.60,,"565,140 OCV","$14,147",0 OCV,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/12556.svg
